/mnt/datasets/CREMA-D/VideoFlash/1002_DFA_ANG_XX.flv 0.0 1.708984375 0.00846099853515625 0.35986328125 0.0 0.0 2.921875 0.0 6
/mnt/datasets/CREMA-D/VideoFlash/1002_DFA_DIS_XX.flv 0.0 3.99609375 1.7583370208740234e-05 0.0013217926025390625 0.0 0.0 0.0018253326416015625 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_DFA_FEA_XX.flv 0.0 0.01004791259765625 0.0 0.00043487548828125 0.0 0.9326171875 5.0546875 0.0 6
/mnt/datasets/CREMA-D/VideoFlash/1002_DFA_NEU_XX.flv 0.0 4.0 0.0 1.1920928955078125e-07 0.0 0.0 0.0002307891845703125 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_DFA_SAD_XX.flv 0.0 1.44140625 0.0 0.00970458984375 0.0 0.0 0.548828125 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_ANG_HI.flv 8.046627044677734e-06 4.45703125 1.064453125 0.472412109375 0.0004572868347167969 0.004688262939453125 3.337860107421875e-06 8.344650268554688e-06 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_ANG_LO.flv 0.0 2.939453125 0.0006918907165527344 0.015777587890625 0.0 0.0 0.044647216796875 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_ANG_MD.flv 0.0 0.2347412109375 5.6875 0.07476806640625 0.0 2.9802322387695312e-06 3.635883331298828e-06 4.297494888305664e-05 2
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_DIS_HI.flv 0.0 9.0 0.0 1.430511474609375e-06 0.0 0.0 0.0 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_DIS_LO.flv 0.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_DIS_MD.flv 0.0 2.02734375 0.95947265625 1.0788440704345703e-05 0.0 0.0 2.013671875 1.4603137969970703e-05 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_FEA_HI.flv 0.0 9.1328125 0.0 0.0007491111755371094 0.0 1.5830078125 0.28466796875 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_FEA_LO.flv 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_FEA_MD.flv 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_HAP_HI.flv 0.0 1.4424324035644531e-05 3.0 0.0 0.0 0.0 0.0 0.0 2
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_HAP_LO.flv 0.0 0.00017964839935302734 7.0 0.0 0.0 0.0 0.0 0.0 2
/mnt/datasets/CREMA-D/VideoFlash/1002_IEO_HAP_MD.flv 0.0 1.162109375 0.837890625 0.0 0.0 0.0 0.0001232624053955078 0.0 1
