/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-03-02-02-01-12.mp4 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-04-01-01-01-12.mp4 0.0 0.0 0.0 14.8125 4.214048385620117e-05 0.0 0.0 0.1885986328125 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-02-02-01-02-12.mp4 0.0 11.65625 0.013763427734375 2.1875 0.0 0.0 0.0 3.146484375 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-05-01-02-02-12.mp4 2.8192996978759766e-05 2.7418136596679688e-06 0.0 13.46875 2.326171875 4.76837158203125e-07 0.0 4.203125 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-02-01-02-02-12.mp4 0.0 10.765625 3.98828125 2.980232238769531e-07 0.0 0.0 0.0 0.2431640625 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-05-02-01-02-12.mp4 0.0 0.0 0.0 0.0 13.5703125 8.404254913330078e-06 0.0 1.4375 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-03-01-01-01-12.mp4 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-04-02-02-01-12.mp4 0.0 0.0 0.0 6.58984375 6.77734375 6.556510925292969e-07 7.510185241699219e-06 3.63671875 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-05-02-02-02-12.mp4 0.0 0.0 0.0 0.0 15.7890625 0.177734375 0.0 1.0322265625 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-02-01-01-02-12.mp4 0.0 11.6328125 2.64453125 0.671875 0.0 1.71661376953125e-05 0.0 1.04296875 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-04-02-01-01-12.mp4 0.0 0.0 0.0004944801330566406 7.81640625 9.238719940185547e-06 0.26708984375 3.039836883544922e-06 8.921875 "tensor(7, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-03-01-02-01-12.mp4 0.0 1.1920928955078125e-07 14.0 0.0 0.0 0.0 0.0 4.851818084716797e-05 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-04-01-02-01-12.mp4 0.0 1.7881393432617188e-07 0.0 13.4140625 1.6689300537109375e-06 0.0001537799835205078 0.0 1.5849609375 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-03-02-01-01-12.mp4 0.0 0.0 21.0 0.0 0.0 0.0 0.0 1.1920928955078125e-07 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-05-01-01-02-12.mp4 1.811981201171875e-05 5.960464477539063e-08 0.0 4.64453125 0.021697998046875 0.19287109375 2.3245811462402344e-06 13.140625 "tensor(7, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-02-02-02-02-12.mp4 0.0 15.546875 0.55078125 0.89599609375 0.0 0.0 0.0 0.0 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-02-01-01-01-12.mp4 0.0 10.171875 2.751953125 0.06298828125 0.0 0.0 0.0 4.0078125 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-05-02-02-01-12.mp4 0.0 0.0 0.0 0.0 11.703125 0.0004382133483886719 0.0 5.29296875 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-03-01-02-02-12.mp4 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-04-02-01-02-12.mp4 0.0 0.0 0.0091094970703125 5.19140625 1.228515625 3.451171875 0.0 6.125 "tensor(7, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-03-02-01-02-12.mp4 0.0 0.0 20.0 0.0 0.0 0.0 0.0 2.384185791015625e-07 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-04-01-02-02-12.mp4 0.0 0.0 0.0 14.9609375 0.0 0.0 0.0 0.037322998046875 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-02-02-02-01-12.mp4 0.0 15.4453125 0.0088043212890625 0.54150390625 0.0 0.0 0.0 0.00208282470703125 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-05-01-01-01-12.mp4 1.0078125 0.0013780593872070312 0.0 16.21875 0.5390625 0.0 0.0007963180541992188 3.234375 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-04-01-01-02-12.mp4 0.0 0.0 0.0 10.53125 1.955078125 1.3113021850585938e-06 0.00681304931640625 2.51171875 "tensor(3, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-03-02-02-02-12.mp4 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 "tensor(2, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-05-01-02-01-12.mp4 0.00013172626495361328 0.05230712890625 0.0 7.01171875 7.85546875 0.0 3.725290298461914e-05 1.0810546875 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-02-02-01-01-12.mp4 0.0 17.71875 0.01971435546875 0.260498046875 0.0 0.0 0.0 0.00609588623046875 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/02-01-05-02-01-01-12.mp4 0.0 0.0 0.0 0.0 11.265625 7.802248001098633e-05 0.0 3.736328125 "tensor(4, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-02-01-02-01-12.mp4 0.0 13.46875 3.52734375 0.00399017333984375 0.0 0.0 0.0 7.867813110351562e-06 "tensor(1, device='cuda:0')"
/mnt/datasets/RAVDESS/Video_Speech_Actor/Actor_12/01-01-04-02-02-02-12.mp4 0.0 0.0 0.435791015625 3.62890625 2.01953125 7.2265625 0.0006690025329589844 3.689453125 "tensor(5, device='cuda:0')"
